time,x,y,freq,type
2015/3/1,980342,176131,1,F
2015/3/1,986809,148435,3,F
2015/3/1,998643,171516,1,F
2015/3/1,1003416,183758,1,F
2015/1/1,1020209,238205,1,R
2015/3/1,997609,187870,1,F
2015/3/1,1007763,182075,1,F
2015/3/1,982276,177255,1,F
2015/3/1,980019,175721,1,F
2015/3/1,985998,189548,1,F
2015/3/1,996394,177700,2,F
2015/3/1,1010862,178621,1,F
2015/3/1,1009308,185380,1,F
2015/3/1,999265,150865,1,F
2015/3/1,976896,170046,1,F
2015/1/1,1010183,183503,1,R
2015/3/1,984407,148447,1,F
2015/3/1,990266,154816,2,F
2015/3/1,987077,205119,1,F
2015/3/1,996279,231762,1,F
2015/3/1,986685,215375,1,F
2015/3/1,984173,205736,1,F
2015/3/1,1002762,249036,1,F
2015/3/1,998704,226633,1,F
2015/3/1,999428,236544,1,F
2015/3/1,999327,240977,1,F
2015/1/1,987420,191372,1,R
2015/3/1,992029,213332,2,F
2015/3/1,1001951,231970,2,F
2015/3/1,999821,225116,1,F
2015/3/1,992006,227905,1,F
2015/3/1,992515,227623,1,F
2015/3/1,999724,226068,1,F
2015/3/1,999066,229921,1,F
2015/3/1,999608,229846,1,F
2015/3/1,998963,234993,1,F
2015/3/1,991340,203742,1,F
2015/1/1,990162,156963,1,R
2015/3/1,1042476,184332,1,F
2015/3/1,1035137,182994,1,F
2015/3/1,1039378,188619,1,F
2015/3/1,1035644,153761,1,F
2015/3/1,1059722,178705,1,F
2015/3/1,1053141,181345,1,F
2015/3/1,1049528,157678,1,F
2015/3/1,1029525,224638,1,F
2015/3/1,1048999,194277,1,F
2015/3/1,1037016,203805,1,F
2015/1/1,1018205,185783,1,R
2015/3/1,1049660,184320,1,F
2015/3/1,1035598,222922,1,F
2015/3/1,1046166,199621,2,F
2015/3/1,941703,161146,1,F
2015/3/1,963300,173427,1,F
2015/3/1,936999,170831,1,F
2015/3/1,1023681,262557,1,F
2015/3/1,1014706,236898,1,F
2015/3/1,1007951,238554,1,F
2015/3/1,1024807,261935,1,F
2015/1/1,1000063,151931,1,R
2015/3/1,1032282,247600,1,F
2015/3/1,1018396,260291,1,F
2015/3/1,1017824,238944,1,F
2015/3/1,1026784,267827,1,F
2015/3/1,1002060,194145,1,F
2015/3/1,1015481,181598,1,F
2015/3/1,1014011,182428,1,F
2015/3/1,994989,176665,1,F
2015/1/1,995714,179594,1,G
2015/1/1,1016075,238540,1,B
2015/1/1,1004228,186742,1,R
2015/1/1,1021438,252793,1,B
2015/1/1,1016378,243529,2,B
2015/1/1,1023644,240727,1,B
2015/1/1,1022818,238673,1,B
2015/1/1,1011559,254599,1,B
2015/1/1,1018624,241853,2,B
2015/1/1,1021295,242026,1,B
2015/1/1,983603,166428,1,B
2015/1/1,995387,200093,1,B
2015/1/1,1005779,194292,1,B
2015/1/1,1023321,182771,1,R
2015/1/1,998087,157307,1,B
2015/1/1,1006798,182840,1,B
2015/1/1,999939,202258,1,B
2015/1/1,995885,174602,1,B
2015/1/1,983279,164763,1,B
2015/1/1,1012821,184260,1,B
2015/1/1,999980,197117,1,B
2015/1/1,996526,182939,1,B
2015/1/1,995413,188902,1,B
2015/1/1,1003703,175095,1,B
2015/1/1,1004433,179499,2,R
2015/1/1,1017042,186987,1,R
2015/1/1,993872,150188,1,B
2015/1/1,991456,154670,1,B
2015/1/1,1009149,190105,1,B
2015/1/1,1007462,192195,1,B
2015/1/1,1000052,185751,1,B
2015/1/1,989211,222871,1,B
2015/1/1,985304,207186,1,B
2015/1/1,998530,227329,3,B
2015/1/1,987845,207879,1,B
2015/1/1,989151,216116,1,B
2015/1/1,996193,176571,1,R
2015/1/1,986733,211747,1,B
2015/1/1,997039,222374,2,B
2015/1/1,988170,202075,1,B
2015/1/1,1000850,237563,1,B
2015/1/1,987220,212676,4,B
2015/1/1,983456,203732,1,B
2015/1/1,983875,205386,1,B
2015/1/1,987913,200892,1,B
2015/1/1,999160,235474,1,B
2015/1/1,1034778,227464,1,B
2015/1/1,998229,158141,1,R
2015/1/1,1050130,191746,1,B
2015/1/1,1036493,195332,1,B
2015/1/1,1042472,193311,1,B
2015/1/1,1032370,192320,1,B
2015/1/1,1059372,196337,1,B
2015/1/1,1024589,213963,1,B
2015/1/1,1039521,186856,1,B
2015/1/1,1054201,195894,1,B
2015/1/1,1041975,193412,1,B
2015/1/1,1022200,216120,1,B
2015/1/1,1002740,185112,1,R
2015/1/1,1026616,221236,1,B
2015/1/1,1044493,190104,1,B
2015/1/1,1035500,211971,1,B
2015/1/1,1043075,189897,1,B
2015/1/1,1037398,191345,1,B
2015/1/1,1052773,187302,1,B
2015/1/1,1035262,196301,1,B
2015/1/1,941631,169700,1,B
2015/1/1,1034238,237744,1,B
2015/1/1,1015846,252479,1,B
2015/1/1,1004529,184821,1,R
2015/1/1,1023089,255045,1,B
2015/1/1,1025549,268979,1,B
2015/1/1,1020408,257834,1,B
2015/1/1,1016681,256595,1,B
2015/1/1,1005991,233847,1,B
2015/1/1,1013194,242449,1,B
2015/1/1,1028531,259155,1,B
2015/1/1,1005794,234425,1,B
2015/1/1,1021058,259407,1,B
2015/1/1,1013251,234506,1,B
2015/1/1,998039,225954,1,R
2015/1/1,1010097,242876,1,B
2015/1/1,980722,172840,1,B
2015/1/1,998810,192148,1,B
2015/1/1,1009392,178590,1,B
2015/1/1,992573,160408,1,B
2015/1/1,1016792,181681,1,B
2015/1/1,976731,169961,1,B
2015/1/1,1007457,178474,1,B
2015/1/1,996726,181567,1,B
2015/1/1,998845,196835,1,B
2015/1/1,1000215,232023,1,R
2015/1/1,1000585,191052,1,B
2015/1/1,999371,194423,1,B
2015/1/1,999902,183191,1,B
2015/1/1,996283,183521,1,B
2015/1/1,1003417,169401,1,B
2015/1/1,980817,195774,1,B
2015/1/1,993125,232164,1,B
2015/1/1,986077,208581,1,B
2015/1/1,983998,207510,1,B
2015/1/1,1001837,229454,1,B
2015/1/1,1001811,239897,1,R
2015/1/1,1003523,249040,1,B
2015/1/1,999911,242928,1,B
2015/1/1,986539,216969,1,B
2015/1/1,1054210,213801,1,B
2015/1/1,1033531,204389,1,B
2015/1/1,1033346,212676,1,B
2015/1/1,1047811,199997,1,B
2015/1/1,1011494,213940,1,B
2015/1/1,1010972,200298,1,B
2015/1/1,1015874,195224,1,B
2015/1/1,1001447,235264,1,R
2015/1/1,1035369,214591,1,B
2015/1/1,1031438,215707,1,B
2015/1/1,1022902,214390,1,B
2015/1/1,1060073,208552,1,B
2015/1/1,1023901,193241,1,B
2015/1/1,1011889,204481,1,B
2015/1/1,1034430,213355,1,B
2015/1/1,1010324,216074,1,B
2015/1/1,1017014,208023,1,B
2015/1/1,945992,162648,1,B
2015/1/1,987897,211692,1,R
2015/1/1,931878,155354,1,B
2015/1/1,939397,139796,1,B
2015/2/1,1008560,244078,2,B
2015/2/1,1012512,261048,1,B
2015/2/1,1028205,247400,1,B
2015/2/1,1009028,247973,1,B
2015/2/1,1011751,250275,1,B
2015/2/1,1023415,253740,1,B
2015/2/1,1009088,244635,1,B
2015/2/1,1025042,236684,1,B
2015/1/1,1004328,185732,1,R
2015/1/1,996642,237988,1,R
2015/2/1,1012073,252435,1,B
2015/2/1,1015655,246682,1,B
2015/1/1,1016063,246208,1,B
2015/2/1,1015630,243139,1,B
2015/2/1,1024370,249472,1,B
2015/2/1,1012220,241606,1,B
2015/2/1,1024269,246161,1,B
2015/1/1,1014398,238234,1,B
2015/2/1,996839,177968,1,B
2015/2/1,1005154,194759,1,B
2015/1/1,1001844,241791,2,R
2015/2/1,984937,187506,1,B
2015/2/1,996128,155406,1,B
2015/2/1,998043,191486,1,B
2015/2/1,1001034,199057,2,B
2015/2/1,986925,190036,1,B
2015/2/1,1010997,165496,1,B
2015/2/1,1007178,186055,1,B
2015/2/1,1006358,190932,1,B
2015/2/1,1000742,153624,1,B
2015/2/1,987535,149649,1,B
2015/1/1,1000111,239937,1,R
2015/2/1,1004603,184162,1,B
2015/2/1,998570,188016,1,B
2015/2/1,986455,171284,2,B
2015/2/1,996379,152277,1,B
2015/2/1,1009759,190487,1,B
2015/2/1,1009293,184392,1,B
2015/2/1,994690,191484,1,B
2015/2/1,994044,218225,1,B
2015/2/1,983800,207300,1,B
2015/2/1,999241,238009,1,B
2015/1/1,1001609,246046,1,R
2015/2/1,984234,204728,1,B
2015/2/1,1003409,252238,1,B
2015/2/1,981588,197353,1,B
2015/2/1,984449,209482,1,B
2015/2/1,1005026,254061,1,B
2015/2/1,987181,201979,1,B
2015/2/1,989552,220413,1,B
2015/2/1,990491,210546,1,B
2015/2/1,990628,213189,2,B
2015/2/1,1008962,195055,2,B
2015/1/1,1003133,249705,1,R
2015/2/1,1056840,205482,1,B
2015/2/1,1041377,201329,1,B
2015/2/1,1051409,179238,1,B
2015/2/1,1042191,187113,2,B
2015/2/1,1030078,210651,1,B
2015/2/1,1055467,196763,1,B
2015/2/1,1023383,211623,1,B
2015/2/1,1025777,203373,1,B
2015/2/1,1007892,222196,1,B
2015/2/1,1054819,196381,1,B
2015/1/1,998303,230202,1,R
2015/2/1,1027381,176447,1,B
2015/2/1,1011739,194259,1,B
2015/2/1,1042714,197052,1,B
2015/1/1,1026712,187507,1,B
2015/2/1,1034549,185629,1,B
2015/1/1,1025966,190429,1,B
2015/2/1,1057457,206610,1,B
2015/1/1,1024460,205205,1,B
2015/2/1,948899,143004,1,B
2015/2/1,959645,170900,2,B
2015/1/1,1009324,194460,1,R
2015/1/1,950850,169404,1,B
2015/2/1,950647,164807,1,B
2015/2/1,1021166,246247,1,B
2015/2/1,1015004,251242,1,B
2015/2/1,1009390,239232,1,B
2015/3/1,1013966,239610,1,B
2015/2/1,1023365,266211,1,B
2015/2/1,1013208,239093,1,B
2015/2/1,1023897,263072,1,B
2015/2/1,1009403,259959,1,B
2015/1/1,1051882,158013,1,R
2015/2/1,1021835,253096,1,B
2015/2/1,1016153,256549,1,B
2015/3/1,1003610,243521,1,B
2015/2/1,1009569,240494,1,B
2015/2/1,990274,187739,1,B
2015/2/1,1008620,190918,1,B
2015/3/1,999114,192816,1,B
2015/2/1,981681,170910,1,B
2015/2/1,1020073,176048,1,B
2015/2/1,997569,199136,1,B
2015/1/1,1037375,195016,1,R
2015/2/1,997458,201039,1,B
2015/2/1,997954,187649,1,B
2015/2/1,1002275,190763,1,B
2015/2/1,1000209,199064,1,B
2015/2/1,994833,149682,1,B
2015/2/1,999343,176124,1,B
2015/2/1,989805,187103,2,B
2015/2/1,1020544,176498,1,B
2015/2/1,993253,217320,1,B
2015/2/1,984722,202914,1,B
2015/1/1,1050550,195184,1,R
2015/2/1,987881,218462,1,B
2015/2/1,998506,240391,1,B
2015/2/1,991211,213636,1,B
2015/2/1,986160,200104,1,B
2015/2/1,992912,229398,1,B
2015/2/1,996504,219904,1,B
2015/2/1,1012913,194094,1,B
2015/2/1,1019165,210453,1,B
2015/2/1,1037065,214565,1,B
2015/2/1,1048840,213622,1,B
2015/1/1,1035952,153220,1,R
2015/1/1,1019596,213314,1,R
2015/2/1,1004452,215636,1,B
2015/2/1,1011872,197720,1,B
2015/2/1,1027175,192435,1,B
2015/2/1,998802,211700,1,B
2015/2/1,1025885,191779,1,B
2015/2/1,1024640,190498,1,B
2015/2/1,1019986,212607,1,B
2015/2/1,1035767,195831,2,B
2015/2/1,1054295,210502,1,B
2015/2/1,1041867,210302,1,B
2015/1/1,1057101,185332,1,R
2015/2/1,1023583,215784,1,B
2015/2/1,997257,211010,1,B
2015/2/1,1024995,208721,1,B
2015/2/1,1023029,204356,1,B
2015/2/1,1037696,198500,1,B
2015/2/1,1037169,205183,1,B
2015/3/1,914707,126058,1,B
2015/3/1,1022009,255056,1,B
2015/3/1,1016107,251749,1,B
2015/3/1,1005920,246410,1,B
2015/1/1,1010178,195348,1,R
2015/3/1,1014492,258347,1,B
2015/3/1,1021984,243696,1,B
2015/3/1,1023602,246059,1,B
2015/3/1,1023592,245273,1,B
2015/3/1,1008853,248195,1,B
2015/3/1,1027974,258380,1,B
2015/3/1,1013251,243005,1,B
2015/3/1,1037649,236930,1,B
2015/3/1,1012308,164391,1,B
2015/3/1,990360,174790,2,B
2015/1/1,1057654,178328,1,R
2015/3/1,997257,186776,1,B
2015/3/1,1005779,194292,1,B
2015/3/1,1006724,194905,1,B
2015/3/1,1000483,183802,1,B
2015/3/1,999761,196952,1,B
2015/3/1,991894,164177,1,B
2015/3/1,999539,193903,1,B
2015/3/1,1007691,181770,1,B
2015/3/1,991999,154874,1,B
2015/3/1,1007580,186228,1,B
2015/1/1,1042695,191168,1,R
2015/3/1,998232,203479,1,B
2015/3/1,986074,158497,1,B
2015/3/1,987682,181772,1,B
2015/3/1,999817,193495,1,B
2015/3/1,984176,150062,1,B
2015/3/1,1003787,189013,1,B
2015/3/1,986837,213795,1,B
2015/3/1,986961,210445,1,B
2015/3/1,987653,210944,1,B
2015/3/1,989361,214512,1,B
2015/1/1,1033031,216626,1,R
2015/3/1,997624,232333,1,B
2015/3/1,987590,205050,1,B
2015/3/1,1000142,225685,1,B
2015/3/1,993280,230536,1,B
2015/3/1,988439,200317,1,B
2015/3/1,988001,217352,1,B
2015/3/1,990319,217877,1,B
2015/3/1,1034656,214051,1,B
2015/3/1,1034069,185362,1,B
2015/3/1,1041098,189265,1,B
2015/1/1,1052630,158792,1,R
2015/3/1,1046064,210253,1,B
2015/3/1,1058923,177260,1,B
2015/3/1,1058315,178309,1,B
2015/3/1,1030662,192454,1,B
2015/3/1,1032381,183291,1,B
2015/3/1,1030881,216385,1,B
2015/3/1,1036608,186853,1,B
2015/3/1,1043942,220296,1,B
2015/3/1,1014344,218979,1,B
2015/3/1,1047753,196470,1,B
2015/1/1,1003248,215989,1,R
2015/3/1,1007013,222012,1,B
2015/3/1,960914,165939,1,B
2015/3/1,954544,143867,1,B
2015/3/1,941799,141527,1,B
2015/1/1,1027359,261997,1,F
2015/3/1,1005754,249783,1,B
2015/3/1,1023658,263624,1,B
2015/3/1,1022583,261052,1,B
2015/3/1,1014277,237176,1,B
2015/3/1,1037263,235712,1,B
2015/1/1,1003809,217613,1,R
2015/1/1,1017772,240710,1,F
2015/3/1,1024024,262263,1,B
2015/1/1,1019646,240708,1,F
2015/3/1,1009569,240494,1,B
2015/3/1,998735,180238,1,B
2015/3/1,999654,172402,1,B
2015/3/1,1004936,174855,1,B
2015/3/1,993098,192297,1,B
2015/1/1,1020251,184982,1,F
2015/3/1,998773,173235,1,B
2015/1/1,1039209,197730,1,R
2015/3/1,983077,173298,1,B
2015/3/1,992897,169277,1,B
2015/3/1,1013533,174724,1,B
2015/3/1,998143,167953,1,B
2015/3/1,997873,169819,1,B
2015/3/1,980475,168644,1,B
2015/3/1,1002726,196327,1,B
2015/1/1,1006984,190466,1,F
2015/3/1,1013384,170343,1,B
2015/3/1,1001931,176990,1,B
2015/3/1,986679,216294,1,G
2015/1/1,1012004,251037,1,R
2015/1/1,1051810,158386,1,R
2015/3/1,1000144,195811,2,B
2015/3/1,981536,169155,1,B
2015/3/1,985931,186116,1,B
2015/3/1,998193,186297,1,B
2015/3/1,997611,196294,1,B
2015/3/1,1008224,177079,1,B
2015/3/1,999225,203076,1,B
2015/3/1,989226,190007,1,B
2015/3/1,988321,191177,1,B
2015/1/1,997642,231157,1,F
2015/1/1,1042235,185592,1,R
2015/3/1,999828,240551,1,B
2015/3/1,988475,209753,1,B
2015/3/1,994588,229658,1,B
2015/3/1,1007574,256931,1,B
2015/3/1,984340,216674,1,B
2015/3/1,993623,220098,1,B
2015/3/1,1004288,251339,1,B
2015/3/1,1000726,249266,1,B
2015/3/1,1004164,252145,2,B
2015/3/1,1016380,210903,1,B
2015/1/1,1052285,199407,1,R
2015/3/1,1016630,198824,1,B
2015/3/1,1022298,186863,1,B
2015/1/1,1041256,190872,1,F
2015/3/1,1010088,211445,1,B
2015/3/1,1020632,209716,1,B
20159,213157,1,B
2015/3/1,1032601,209993,1,B
2015/3/1,1051197,205504,1,B
2015/3/1,1015307,210923,1,B
2015/1/1,1050351,192770,1,F
2015/1/1,1051619,182518,1,R
2015/3/1,1004563,208461,1,B
2015/3/1,1020479,210471,1,B
2015/3/1,1008132,199193,1,B
2015/3/1,1026246,199538,1,B
2015/3/1,1025079,190001,2,B
2015/3/1,999273,214550,2,B
2015/3/1,957277,169688,1,B
2015/3/1,963508,164141,1,B
2015/1/1,1015431,248837,1,F
2015/1/1,1016190,257262,1,F
2015/1/1,931188,153334,1,R
2015/1/1,1008809,245754,1,F
2015/1/1,1005279,248352,1,F
2015/1/1,1018343,241948,1,F
2015/1/1,1015104,236813,1,F
2015/1/1,1021597,243565,1,F
2015/1/1,1017606,241641,1,F
2015/1/1,1017344,257808,1,F
2015/1/1,1004794,234090,1,F
2015/1/1,1015671,252014,1,F
2015/1/1,1013470,252563,1,F
2015/1/1,937388,171518,1,R
2015/1/1,1006682,243781,1,F
2015/1/1,1035011,237812,1,F
2015/1/1,1013133,252706,1,F
2015/1/1,1032676,256039,1,F
2015/1/1,1020827,249712,1,F
2015/1/1,1008930,243004,1,F
2015/1/1,1015889,257891,1,F
2015/1/1,1006343,237984,1,F
2015/1/1,1009393,242824,1,F
2015/1/1,1032443,239590,1,F
2015/1/1,919329,127657,1,R
2015/1/1,1006976,184974,1,F
2015/1/1,1002230,183370,1,F
2015/1/1,997036,156467,1,F
2015/1/1,1015794,184603,1,F
2015/1/1,996683,172472,2,F
2015/1/1,985681,148951,1,F
2015/1/1,1006130,190119,1,F
2015/1/1,1016966,176584,1,F
2015/1/1,988390,190151,2,F
2015/1/1,990421,188642,1,F
2015/1/1,1022111,262156,1,R
2015/1/1,1008716,191265,1,F
2015/1/1,994258,184120,1,F
2015/1/1,989245,179201,2,F
2015/1/1,1005988,196739,1,F
2015/1/1,1006819,193872,1,F
2015/1/1,986091,190649,1,F
2015/1/1,1013710,187698,1,F
2015/1/1,1016396,178118,1,F
2015/1/1,984292,149219,1,F
2015/1/1,1002762,249036,1,F
2015/1/1,1017059,247367,1,R
2015/1/1,1000011,227006,1,F
2015/1/1,997157,230826,2,F
2015/1/1,985393,200658,1,F
2015/1/1,999743,227254,1,F
2015/1/1,1006293,253792,1,F
2015/1/1,997102,230558,1,F
2015/1/1,987524,221033,1,F
2015/1/1,988008,198126,1,F
2015/1/1,1001700,241534,1,F
2015/1/1,1000760,238206,1,F
2015/2/1,1014179,239453,2,R
2015/1/1,1055639,186988,1,F
2015/1/1,1053887,194415,1,F
2015/1/1,1031613,199284,1,F
2015/1/1,1050881,184342,1,F
2015/1/1,1036605,222377,1,F
2015/1/1,1045429,186479,1,F
2015/1/1,1042939,154268,1,F
2015/1/1,1031412,214830,1,F
2015/1/1,1015347,215552,1,F
2015/1/1,1032501,198800,1,F
2015/1/1,1020435,248705,1,R
2015/1/1,1021119,238525,1,R
2015/1/1,1033200,220974,1,F
2015/1/1,1001910,221186,2,F
2015/1/1,1040380,197724,1,F
2015/1/1,1009063,215187,1,F
2015/1/1,961645,164277,1,F
2015/1/1,938638,171465,1,F
2015/1/1,963164,172306,1,F
2015/1/1,953043,146205,2,F
2015/1/1,958892,154770,1,F
2015/1/1,1023658,263624,1,F
2015/2/1,1027110,262158,2,R
2015/1/1,1023390,258039,1,F
2015/1/1,1024240,262777,1,F
2015/1/1,1009310,237919,1,F
2015/1/1,1009039,232151,1,F
2015/1/1,1010984,261034,1,F
2015/1/1,1026201,238332,1,F
2015/1/1,1009091,248366,1,F
2015/1/1,1034505,240449,2,F
2015/1/1,1012346,236787,1,F
2015/1/1,1011291,260840,1,F
2015/2/1,1010482,250057,1,R
2015/1/1,1003350,242919,1,F
2015/1/1,1007368,232754,1,F
2015/1/1,1008156,241905,1,F
2015/1/1,1030415,260829,1,F
2015/2/1,1010477,239688,1,F
2015/1/1,975388,170893,1,F
2015/1/1,1000083,189065,1,F
2015/1/1,984311,165437,1,F
2015/1/1,994256,195566,1,F
2015/1/1,1008051,175244,1,F
2015/1/1,1007587,237552,1,R
2015/1/1,1006218,171222,1,F
2015/1/1,1008676,178766,2,F
2015/1/1,995853,183418,1,F
2015/1/1,1015693,180982,1,F
2015/1/1,1000480,198639,2,F
2015/1/1,995500,149215,1,F
2015/1/1,997954,187649,1,F
2015/1/1,998921,203779,1,F
2015/1/1,997120,197678,1,F
2015/1/1,999902,183191,2,F
2015/1/1,1006960,177540,1,R
2015/1/1,996040,184098,2,F
2015/1/1,1005851,190904,1,F
2015/1/1,1000786,180010,1,F
2015/1/1,996283,183521,1,F
2015/1/1,1016539,181933,1,F
2015/1/1,1018889,182737,1,F
2015/1/1,1016504,184026,1,F
2015/2/1,995019,181349,1,F
2015/1/1,987043,210692,1,G
2015/1/1,993539,215327,1,G
2015/1/1,1005555,178395,1,R
2015/1/1,1005605,255857,1,G
2015/1/1,1000472,230833,1,G
2015/1/1,989996,223208,1,G
2015/1/1,983202,200110,1,G
2015/1/1,997770,225470,1,G
2015/1/1,990849,212457,1,G
2015/1/1,987797,213706,1,G
2015/1/1,1041943,182657,1,G
2015/1/1,1035071,219959,1,G
2015/1/1,1025815,205738,1,G
2015/1/1,1006026,188328,2,R
2015/1/1,1041722,193269,1,G
2015/1/1,1050789,193478,1,G
2015/1/1,1036305,191271,1,G
2015/1/1,1035785,192932,1,G
2015/1/1,1038442,193531,1,G
2015/1/1,1031239,199489,1,G
2015/1/1,1054447,195978,1,G
2015/1/1,1034114,222867,1,G
2015/1/1,1038647,189071,1,G
2015/1/1,1030141,189806,1,G
2015/1/1,1013664,179815,1,R
2015/1/1,1038163,196890,1,G
2015/1/1,1032897,184916,1,G
2015/1/1,1035644,182875,1,G
2015/1/1,1044223,189108,1,G
2015/1/1,1032908,214652,1,G
2015/1/1,947177,171636,1,G
2015/1/1,1015431,248837,2,G
2015/1/1,1026789,242372,1,G
2015/1/1,1010154,253042,1,G
2015/1/1,1006539,244510,1,G
2015/2/1,1009967,190331,1,R
2015/1/1,1011095,253283,1,G
2015/1/1,1011264,251671,1,G
2015/1/1,1015875,244819,1,G
2015/1/1,1020883,251915,1,G
2015/1/1,1015823,250168,1,G
2015/1/1,987918,189235,1,G
2015/1/1,996418,166814,1,G
2015/1/1,986624,192119,1,G
2015/1/1,997784,200937,1,G
2015/1/1,983551,188985,1,G
2015/2/1,1006332,175813,2,R
2015/1/1,998888,169703,1,G
2015/1/1,995351,199828,1,G
2015/1/1,995167,162057,1,G
2015/1/1,1005015,184542,1,G
2015/1/1,998504,173213,1,G
2015/1/1,985127,179646,1,G
2015/1/1,988418,193588,1,G
2015/1/1,1008946,185538,1,G
2015/1/1,996776,164332,1,G
2015/1/1,986598,190448,3,G
2015/1/1,1007096,242091,1,R
2015/2/1,1005738,192496,1,R
2015/1/1,999817,193495,1,G
2015/1/1,989235,193695,1,G
2015/1/1,996792,222661,1,G
2015/1/1,991377,227056,2,G
2015/1/1,990907,214148,1,G
2015/1/1,986770,203101,1,G
2015/1/1,1002384,250799,1,G
2015/1/1,990260,225676,1,G
2015/1/1,988113,206263,2,G
2015/1/1,999834,229197,1,G
2015/1/1,997670,197745,1,R
2015/1/1,1001122,231521,2,G
2015/1/1,982272,208866,2,G
2015/1/1,985821,211959,1,G
2015/1/1,998724,223136,1,G
2015/1/1,1001382,239987,1,G
2015/1/1,1001432,230300,1,G
2015/1/1,987278,202711,1,G
2015/1/1,987070,209321,1,G
2015/1/1,1002134,233838,1,G
2015/1/1,990429,206188,1,G
2015/1/1,997293,205000,1,R
2015/1/1,987103,207735,2,G
2015/1/1,982593,197958,1,G
2015/1/1,979906,199601,2,G
2015/1/1,1051709,187012,2,G
2015/1/1,1058050,201434,1,G
2015/1/1,1010903,222341,1,G
2015/1/1,1037213,228033,1,G
2015/1/1,1008276,223950,1,G
2015/3/1,1004179,214198,1,G
2015/3/1,1033394,183053,1,G
2015/1/1,999373,181181,1,R
2015/3/1,1033515,191072,2,G
2015/3/1,999714,215499,1,G
2015/3/1,1024958,204560,1,G
2015/3/1,1048154,195264,1,G
2015/3/1,1049187,215822,1,G
2015/3/1,1025839,187637,1,G
2015/1/1,1027869,187700,1,R
2015/2/1,1034034,202171,1,M
2015/3/1,1012305,213372,1,G
2015/3/1,1065541,205961,1,G
2015/1/1,994702,170702,1,R
2015/3/1,1013472,211812,1,G
2015/3/1,1022044,211535,1,G
2015/3/1,1008443,200145,1,G
2015/3/1,1020431,213551,1,G
2015/3/1,1007166,207433,1,G
2015/1/1,1046473,193052,1,R
2015/3/1,1047713,193899,1,G
2015/1/1,1046953,186760,2,M
2015/3/1,966132,159456,1,G
2015/3/1,940599,167433,1,G
2015/1/1,989416,153980,1,R
2015/3/1,960512,148829,1,G
2015/1/1,1020865,260336,1,R
2015/1/1,1005468,244150,1,R
2015/1/1,1011134,253597,1,R
2015/1/1,1007182,249133,1,R
2015/1/1,1012344,254858,1,R
2015/1/1,1025365,258586,1,R
2015/1/1,1025643,257097,1,R
2015/1/1,1014487,254336,1,R
2015/1/1,1020448,241511,1,R
2015/1/1,993993,185176,1,R
2015/1/1,1021043,242747,1,R
2015/1/1,1017673,256946,1,R
2015/1/1,1005468,237994,1,R
2015/1/1,1008930,243004,1,R
2015/1/1,1014151,242836,1,R
2015/1/1,997109,181920,1,R
2015/1/1,1000242,195036,2,R
2015/1/1,996216,201108,1,R
2015/1/1,1000272,187022,1,R
2015/1/1,1004090,182389,1,R
2015/1/1,990475,172177,1,R
2015/1/1,996829,200775,1,R
2015/1/1,990644,192166,1,R
2015/1/1,995854,171719,1,R
2015/1/1,1013001,184056,1,R
2015/1/1,1005152,195627,1,R
2015/1/1,1013799,180356,1,R
2015/1/1,997435,187230,1,R
2015/1/1,987240,149609,1,R
2015/1/1,1003544,193409,1,R
2015/1/1,1004928,182836,2,R
2015/1/1,1008146,170192,1,R
2015/1/1,1004838,185411,1,R
2015/1/1,1008502,195098,1,R
2015/1/1,989801,155535,1,R
2015/1/1,986933,149672,1,R
2015/1/1,984791,150101,1,R
2015/1/1,990547,188899,1,R
2015/1/1,997967,234809,1,R
2015/1/1,996773,223149,1,R
2015/1/1,999637,227795,1,R
2015/1/1,984929,210347,1,R
2015/2/1,1010509,169088,1,R
2015/1/1,999792,234389,1,R
2015/1/1,1001988,246731,1,R
2015/1/1,1000068,237698,1,R
2015/1/1,1001507,232216,1,R
2015/1/1,987174,209509,1,R
2015/1/1,999895,238288,1,R
2015/1/1,1000703,240066,1,R
2015/1/1,989909,200985,3,R
2015/1/1,999608,229846,1,R
2015/1/1,1002027,240281,1,R
2015/1/1,985618,191092,1,R
2015/1/1,1006198,191371,1,R
2015/1/1,1049016,161530,1,R
2015/1/1,1014506,219692,1,R
2015/1/1,1042432,197617,1,R
2015/1/1,1053054,159763,1,R
2015/1/1,1020263,216188,1,R
2015/1/1,1048482,181078,1,R
2015/1/1,1041498,189225,1,R
2015/1/1,1038749,190617,1,R
2015/1/1,1033409,218389,1,R
2015/1/1,1033612,195644,1,R
2015/1/1,1007347,181412,1,R
2015/1/1,1058898,202396,1,R
2015/1/1,1028120,215782,1,R
2015/1/1,1033437,209123,1,R
2015/1/1,1011294,221967,1,R
2015/1/1,1033894,192846,1,R
2015/1/1,1052531,156608,1,R
2015/1/1,1003379,215133,1,R
2015/1/1,1057159,192295,1,R
2015/1/1,1052866,161063,1,R
2015/1/1,953650,167839,1,R
2015/1/1,975041,164539,1,R
2015/1/1,939842,160658,1,R
2015/1/1,961172,162476,1,R
2015/2/1,1007174,242892,1,R
2015/1/1,1010747,259821,1,R
2015/2/1,1015284,240356,1,R
2015/1/1,1011628,240275,1,R
2015/2/1,1006769,241999,1,R
2015/1/1,1016818,247528,1,R
2015/1/1,1015410,246630,1,R
2015/2/1,1017772,240710,2,R
