time,x,y,freq,type
2015/3/1,1001938,233349,1,F
2015/3/1,987616,201309,1,F
2015/2/1,997412,230123,1,F
2015/3/1,1027098,187588,1,F
2015/2/1,1009324,194460,1,F
2015/2/1,1037406,196415,1,F
2015/3/1,1024702,213677,1,F
2015/2/1,1017356,196355,1,F
2015/3/1,1022807,186156,1,F
2015/3/1,1023965,210309,1,F
2015/3/1,954638,159415,1,B
2015/2/1,1016301,209428,1,F
2015/2/1,1004103,207990,1,F
2015/2/1,1032250,194152,1,F
2015/3/1,1031902,189142,2,F
2015/2/1,1018717,213974,1,F
2015/2/1,1031937,217345,1,F
2015/2/1,962760,171274,1,F
2015/3/1,951448,170457,1,F
2015/3/1,962809,174275,2,F
2015/3/1,1031724,243376,1,F
2015/1/1,1003250,252361,1,R
2015/1/1,1015743,247473,1,F
2015/3/1,1006772,248307,1,F
2015/3/1,1010492,252601,2,F
2015/3/1,1008277,244774,4,F
2015/3/1,1014007,250406,1,F
2015/3/1,1006598,244663,1,F
2015/3/1,1010766,257508,1,F
2015/3/1,1014742,246600,1,F
2015/3/1,1013901,246045,1,F
2015/3/1,1011751,250275,1,F
2015/3/1,1010664,251021,1,F
2015/1/1,1021639,250223,1,F
2015/3/1,1021279,244027,1,F
2015/3/1,1013395,250094,1,F
2015/3/1,1010587,248297,1,F
2015/3/1,1009853,247503,1,F
2015/3/1,1009389,253461,1,F
2015/3/1,1006128,242074,1,F
2015/3/1,1011773,254469,1,F
2015/3/1,1009069,244907,1,F
2015/3/1,1013560,254995,1,F
2015/3/1,1028179,245038,1,F
2015/1/1,1006885,244617,1,F
2015/3/1,1021127,239198,1,F
2015/3/1,999471,187078,2,F
2015/3/1,983951,157511,1,F
2015/3/1,1007698,184270,1,F
2015/3/1,1017143,187883,1,F
2015/3/1,1021062,183501,1,F
2015/3/1,995922,188979,1,F
2015/3/1,1008235,189532,1,F
2015/3/1,999186,166326,1,F
2015/3/1,997815,176684,1,F
2015/1/1,1005754,249783,2,F
2015/3/1,1006599,191909,1,F
2015/3/1,996597,150029,1,F
2015/3/1,995962,178507,1,F
2015/3/1,1003944,185759,1,F
2015/3/1,998904,204131,3,F
2015/3/1,1003614,163931,1,F
2015/3/1,1021044,186886,1,F
2015/3/1,1005562,184748,1,F
2015/3/1,990379,222043,1,F
2015/3/1,989141,217763,1,F
2015/1/1,1014007,250406,1,F
2015/3/1,987202,216308,1,F
2015/3/1,1004695,253011,1,F
2015/3/1,1001692,231504,1,F
2015/3/1,998975,225128,1,F
2015/3/1,987905,198708,1,F
2015/3/1,987897,211692,1,F
2015/3/1,1002083,234364,2,F
2015/3/1,1001562,239443,1,F
2015/3/1,997592,235014,1,F
2015/3/1,1000876,238202,1,F
2015/1/1,1026424,251705,1,F
2015/3/1,999477,226046,1,F
2015/3/1,989411,206248,1,F
2015/3/1,1055853,186155,1,F
2015/3/1,1039476,196580,1,F
2015/3/1,1036137,153796,1,F
2015/3/1,1044686,196363,1,F
2015/3/1,1056545,214683,1,F
2015/3/1,1044997,183834,1,F
2015/3/1,1032506,218251,1,F
2015/3/1,961699,163816,1,F
2015/1/1,1018579,241367,1,F
2015/3/1,931835,153736,1,F
2015/3/1,961313,165954,1,F
2015/3/1,1020183,239283,2,F
2015/3/1,1020765,253120,1,F
2015/3/1,1017239,246250,1,F
2015/3/1,1007599,247492,1,F
2015/3/1,1027342,265086,1,F
2015/3/1,1020483,246009,1,F
2015/3/1,1013481,239486,1,F
2015/3/1,1010984,261034,1,F
2015/1/1,1014742,246600,1,F
2015/3/1,1018706,257427,1,F
2015/3/1,1024017,260153,1,F
2015/3/1,1011397,240343,1,F
2015/3/1,1014164,248149,1,F
2015/3/1,1030439,263921,1,F
2015/3/1,1015000,247316,1,F
2015/3/1,1008907,242665,1,F
2015/3/1,1005332,236454,1,F
2015/3/1,1010435,238583,1,F
2015/3/1,1008212,241605,1,F
2015/1/1,1005514,235740,1,F
2015/3/1,1009501,236580,1,F
2015/3/1,1029270,261491,1,F
2015/3/1,1005420,234163,1,F
2015/3/1,997399,176828,1,F
2015/3/1,997483,199433,1,F
2015/3/1,1012876,178589,1,F
2015/3/1,985082,191018,1,F
2015/3/1,996116,183905,2,F
2015/3/1,1009425,179784,1,F
2015/3/1,1019806,187634,1,F
2015/1/1,1011773,254469,1,F
2015/3/1,1018376,185581,1,F
2015/3/1,1005727,182991,1,F
2015/3/1,990859,171344,1,F
2015/3/1,1010302,168646,2,F
2015/1/1,1014162,240194,1,B
2015/1/1,1026342,242427,1,B
2015/1/1,1006962,243965,1,B
2015/1/1,1011722,253567,1,B
2015/1/1,1026873,245442,1,B
2015/1/1,1018827,241463,1,B
2015/1/1,1019308,209815,1,R
2015/1/1,1021043,242747,2,F
2015/1/1,1025611,253689,1,B
2015/1/1,1014278,253416,1,B
2015/1/1,994891,197681,1,B
2015/1/1,1001308,168329,1,B
2015/1/1,1008107,190882,1,B
2015/1/1,1019007,183689,1,B
2015/1/1,998691,203679,1,B
2015/1/1,998178,161220,1,B
2015/1/1,998497,159920,1,B
2015/1/1,996335,206285,1,B
2015/1/1,1007189,249883,1,F
2015/1/1,1005061,181045,1,B
2015/1/1,992891,166304,1,B
2015/1/1,1001112,197123,1,B
2015/1/1,1015490,169474,2,B
2015/1/1,997065,206902,4,B
2015/1/1,994629,161980,1,B
2015/1/1,1012196,185437,1,B
2015/1/1,995843,198161,1,B
2015/1/1,996545,175090,1,B
2015/1/1,1007124,180496,1,B
2015/1/1,1024058,238894,1,F
2015/1/1,1021395,180218,1,B
2015/1/1,995182,177369,1,B
2015/1/1,985794,169151,1,B
2015/1/1,987661,162616,2,B
2015/1/1,990256,156321,1,B
2015/1/1,1009293,184392,1,B
2015/1/1,1000663,197338,1,B
2015/1/1,1005620,185640,1,B
2015/1/1,986589,213344,1,B
2015/1/1,988139,215039,1,B
2015/1/1,1014601,242124,2,F
2015/1/1,1000166,247424,1,B
2015/1/1,983725,204160,2,B
2015/1/1,996635,222900,1,B
2015/1/1,993570,216847,1,B
2015/1/1,990167,212246,1,B
2015/1/1,1005202,253699,1,B
2015/1/1,989549,222205,1,B
2015/1/1,984112,203624,1,B
2015/1/1,998391,229756,1,B
2015/1/1,987358,204898,1,B
2015/1/1,1011487,252148,1,F
2015/1/1,987009,199047,1,B
2015/1/1,990003,201225,1,B
2015/1/1,1020884,216822,1,B
2015/1/1,1030573,200044,1,B
2015/1/1,1053662,185762,1,B
2015/1/1,1054113,192597,1,B
2015/1/1,1041282,183366,1,B
2015/1/1,1035101,198405,1,B
2015/1/1,1057278,176581,1,B
2015/1/1,1025138,207449,1,B
2015/1/1,1006689,240122,2,F
2015/1/1,1009348,219869,1,B
2015/1/1,1036762,183656,1,B
2015/1/1,1009135,221221,2,B
2015/1/1,1035709,189130,1,B
2015/1/1,1052636,187745,1,B
2015/1/1,1037842,195588,1,B
2015/1/1,1053962,186691,1,B
2015/1/1,1006901,198340,1,B
2015/1/1,960510,174384,1,B
2015/1/1,920605,129609,1,B
2015/1/1,1031313,258749,1,F
2015/1/1,962761,165416,1,B
2015/1/1,1018249,232862,1,B
2015/1/1,1022886,262888,1,B
2015/1/1,1009268,262554,1,B
2015/1/1,1017719,260875,1,B
2015/1/1,1023032,261016,1,B
2015/1/1,1028673,258785,1,B
2015/1/1,1014958,257825,1,B
2015/1/1,1015777,250486,1,B
2015/1/1,1012527,240302,1,B
2015/1/1,1017293,187087,1,F
2015/1/1,1033164,236933,1,B
2015/1/1,1013115,255492,1,B
2015/1/1,1021426,259511,2,B
2015/1/1,1010018,241520,1,B
2015/1/1,997255,172110,1,B
2015/1/1,991377,187272,1,B
2015/1/1,1012048,181460,1,B
2015/1/1,1000448,192397,1,B
2015/1/1,979089,169078,1,B
2015/1/1,998822,179173,1,B
2015/1/1,999820,191209,1,F
2015/1/1,985534,194982,1,B
2015/1/1,997997,165264,1,B
2015/1/1,1000049,206664,1,B
2015/1/1,1000111,196069,1,B
2015/1/1,987084,166281,1,B
2015/1/1,1001542,202223,1,B
2015/1/1,981610,164541,1,B
2015/1/1,991460,183377,1,B
2015/1/1,1008983,188570,1,B
2015/1/1,982564,174536,1,B
2015/1/1,995734,197465,2,F
2015/1/1,986310,193338,1,B
2015/1/1,999434,199575,1,B
2015/1/1,991434,175791,1,B
2015/1/1,999762,180187,1,B
2015/1/1,1012559,181561,1,B
2015/1/1,988809,162163,1,B
2015/1/1,987555,190004,1,B
2015/1/1,1005432,185233,1,B
2015/1/1,983202,200557,2,B
2015/1/1,990377,215291,1,B
2015/1/1,994838,198219,1,R
2015/1/1,996632,180489,1,F
2015/1/1,986072,212412,1,B
2015/1/1,1009401,258135,1,B
2015/1/1,1000876,246890,1,B
2015/1/1,983598,204431,1,B
2015/1/1,998468,241896,1,B
2015/1/1,990157,214369,1,B
2015/1/1,989904,200229,1,B
2015/1/1,1052995,210216,1,B
2015/1/1,1053758,214896,1,B
2015/1/1,1033828,204002,1,B
2015/1/1,1012701,172307,1,F
2015/1/1,1015861,215624,1,B
2015/1/1,1018617,203509,1,B
2015/1/1,1034580,216940,1,B
2015/1/1,1016424,207370,1,B
2015/1/1,1019906,208807,1,B
2015/1/1,1041165,155066,1,B
2015/1/1,1010998,213870,1,B
2015/1/1,1025949,202579,1,B
2015/1/1,914526,123909,1,B
2015/1/1,963548,161438,1,B
2015/1/1,1000645,182790,1,F
2015/1/1,943598,135643,1,B
2015/2/1,1025520,233997,2,B
2015/2/1,1013405,251801,1,B
2015/2/1,1013475,248306,1,B
2015/2/1,1005080,246456,1,B
2015/2/1,1010277,248512,1,B
2015/1/1,1014604,238800,1,B
2015/2/1,998850,191881,1,B
2015/2/1,988863,150868,1,B
2015/2/1,1003370,156146,1,B
2015/1/1,1005415,182443,1,F
2015/2/1,995019,179733,1,B
2015/2/1,999459,187878,1,B
2015/2/1,982702,166547,1,B
2015/2/1,989264,163378,1,B
2015/2/1,997280,205354,1,B
2015/2/1,1011203,174515,1,B
2015/2/1,994492,162930,1,B
2015/1/1,983955,156040,1,B
2015/2/1,990315,157858,1,B
2015/1/1,1006080,181162,1,B
2015/1/1,986653,149522,2,F
2015/2/1,988144,183943,1,B
2015/2/1,1001331,164580,1,B
2015/2/1,998888,169703,1,B
2015/2/1,999142,192610,1,B
2015/2/1,999555,192534,1,B
2015/2/1,1002625,183496,1,B
2015/2/1,1011777,185587,1,B
2015/2/1,1001354,194181,1,B
2015/2/1,987193,204417,1,B
2015/2/1,983725,204160,1,B
2015/1/1,995435,174621,1,F
2015/1/1,984553,200053,1,B
2015/2/1,988149,216376,2,B
2015/2/1,988113,206263,1,B
2015/2/1,990753,217021,1,B
2015/2/1,988436,201724,1,B
2015/2/1,993570,216079,1,B
2015/2/1,987785,201741,1,B
2015/2/1,1031487,189896,1,B
2015/1/1,1021831,207836,1,B
2015/2/1,1032471,225931,1,B
2015/1/1,1003641,184231,1,F
2015/2/1,1055064,184428,1,B
2015/2/1,1009168,194896,1,B
2015/2/1,1039209,197730,1,B
2015/2/1,1051179,188880,1,B
2015/2/1,1035363,185093,1,B
2015/1/1,961589,173294,1,B
2015/2/1,962925,169862,1,B
2015/2/1,962396,164890,1,B
2015/2/1,1019475,238497,1,B
2015/2/1,1022326,262669,1,B
2015/1/1,976166,166873,1,F
2015/2/1,1011115,248086,1,B
2015/2/1,1022926,260759,1,B
2015/2/1,1025365,258586,1,B
2015/2/1,1007138,245060,1,B
2015/2/1,1010749,242580,1,B
2015/2/1,1015077,236361,2,B
2015/2/1,1015387,237462,1,B
2015/2/1,1007977,235114,1,B
2015/2/1,1003502,195155,1,B
2015/2/1,995545,185955,1,B
2015/1/1,982919,178074,1,F
2015/2/1,1007807,194399,1,B
2015/2/1,1004959,189805,1,B
2015/2/1,1010154,169298,1,B
2015/2/1,1009279,179175,1,B
2015/2/1,1006859,190952,1,B
2015/2/1,1003646,175785,1,B
2015/2/1,1000747,189985,1,B
2015/2/1,1003607,164708,1,B
2015/2/1,998193,186297,1,B
2015/2/1,987032,182956,1,B
2015/1/1,996119,173925,1,F
2015/2/1,991058,154541,1,B
2015/3/1,1009165,189256,1,B
2015/2/1,1012596,180697,1,B
2015/2/1,1001951,195081,1,B
2015/2/1,996599,189082,1,B
2015/2/1,1010424,178793,1,B
2015/2/1,994105,151086,1,B
2015/2/1,1001383,191174,1,B
2015/2/1,1006821,194383,1,B
2015/2/1,991231,175630,1,B
2015/1/1,1007921,232776,1,R
2015/1/1,1004736,185703,1,F
2015/2/1,1009218,182221,1,B
2015/2/1,992319,188250,1,B
2015/2/1,985390,194620,1,B
2015/2/1,985944,201312,1,B
2015/2/1,1000138,246866,1,B
2015/2/1,991328,215957,1,B
2015/2/1,993163,229851,1,B
2015/3/1,994671,221989,1,B
2015/2/1,993623,220098,1,B
2015/3/1,1000239,240768,1,B
2015/1/1,988623,156685,1,F
2015/2/1,987462,221421,1,B
2015/2/1,993174,228016,1,B
2015/2/1,1000418,247430,1,B
2015/2/1,998895,229258,2,B
2015/2/1,1000637,225860,1,B
2015/2/1,1001034,247393,3,B
2015/2/1,1037418,153512,1,B
2015/2/1,1032427,228845,1,B
2015/2/1,1015586,211958,1,B
2015/2/1,1013427,191965,1,B
2015/1/1,1000578,200238,1,F
2015/2/1,1066507,208806,1,B
2015/2/1,1039898,156023,1,B
2015/2/1,1051936,213345,1,B
2015/2/1,1014734,210458,1,B
2015/2/1,1049489,216262,1,B
2015/3/1,1048437,197013,1,B
2015/2/1,1024340,212759,1,B
2015/2/1,1024672,208526,1,B
2015/2/1,1037556,207741,1,B
2015/2/1,1007781,202519,1,B
2015/1/1,1003562,186782,1,F
2015/2/1,961147,172110,1,B
2015/2/1,964716,161725,1,B
2015/3/1,1011477,254205,1,B
2015/3/1,1031050,244284,1,B
2015/3/1,1027034,246271,1,B
2015/3/1,1014033,255393,1,B
2015/3/1,1011073,252886,1,B
2015/3/1,1026631,246325,1,B
2015/3/1,1008742,249918,1,B
2015/3/1,1034905,238067,1,B
2015/1/1,990772,149251,1,F
2015/3/1,1008310,245325,1,B
2015/3/1,1010037,246475,1,B
2015/3/1,1027481,245065,1,B
2015/3/1,1009341,242703,1,B
2015/3/1,996878,184221,1,B
2015/3/1,976518,164462,1,B
2015/3/1,1017162,172162,1,B
2015/3/1,1009357,177370,1,B
2015/3/1,997993,161588,2,B
2015/3/1,997312,160637,1,B
2015/1/1,986051,214231,1,F
2015/3/1,997005,173512,1,B
2015/3/1,1000463,191853,1,B
2015/3/1,1007350,194438,1,B
2015/3/1,1011245,178112,1,B
2015/3/1,999189,174694,1,B
2015/3/1,993318,184602,1,B
2015/3/1,991395,215025,1,B
2015/3/1,988206,211372,1,B
2015/3/1,983725,204160,1,B
2015/3/1,996123,220720,1,B
2015/1/1,985814,199653,1,F
2015/3/1,989490,208748,1,B
2015/3/1,998959,227093,1,B
2015/3/1,988384,216842,1,B
2015/3/1,987785,201741,1,B
2015/3/1,998292,226413,1,B
2015/3/1,1002329,231921,1,B
2015/3/1,1001844,241791,1,B
2015/3/1,1003529,250419,1,B
2015/3/1,995032,221022,1,B
2015/3/1,991341,205366,1,B
2015/1/1,998039,225954,1,F
2015/3/1,1006932,221351,1,B
2015/3/1,1038556,190482,1,B
2015/3/1,1044392,186720,1,B
2015/3/1,1035885,199291,1,B
2015/3/1,1007508,217126,1,B
2015/3/1,1012789,221584,1,B
2015/3/1,1052176,191271,1,B
2015/3/1,1034461,190080,1,B
2015/3/1,1052423,185468,1,B
2015/3/1,1048592,182991,1,B
2015/1/1,987490,221257,1,F
2015/3/1,1011299,192827,1,B
2015/3/1,1050338,156293,1,B
2015/3/1,1008238,222746,1,B
2015/3/1,1006292,220660,1,B
2015/3/1,1050811,160268,1,B
2015/3/1,1053460,185576,1,B
2015/3/1,1024355,180832,1,B
2015/3/1,937124,149971,1,B
2015/3/1,939569,141028,1,B
2015/3/1,960217,173272,1,B
2015/1/1,1001006,233420,1,F
2015/3/1,1024935,266798,1,B
2015/3/1,1006844,259500,1,B
2015/3/1,1011153,235312,1,B
2015/1/1,1027139,261907,1,F
2015/3/1,1017496,247433,1,B
2015/1/1,1009426,252699,1,F
2015/3/1,1013251,234506,2,B
2015/1/1,1012075,239818,2,F
2015/1/1,1004468,242623,2,F
2015/3/1,995445,150152,1,B
2015/1/1,1009787,241618,1,R
2015/1/1,999464,234718,1,F
2015/3/1,1003390,170644,1,B
2015/3/1,1004261,188607,1,B
2015/1/1,1006440,167893,2,F
2015/3/1,997203,190539,1,B
2015/3/1,1002559,188895,1,B
2015/3/1,1001275,165789,1,B
2015/3/1,1004253,192075,1,B
2015/3/1,977572,170003,1,B
2015/3/1,1015693,180982,1,B
2015/3/1,999629,189406,1,B
2015/1/1,983524,212454,1,F
2015/1/1,1004500,180655,2,F
2015/3/1,980876,161104,1,B
2015/3/1,981089,166395,1,B
2015/3/1,1000561,194639,1,B
2015/3/1,1004246,167280,1,B
2015/3/1,991128,210189,1,B
2015/3/1,986048,209581,1,B
2015/3/1,995924,237868,1,B
2015/3/1,986642,205998,1,B
2015/3/1,994173,229823,1,B
2015/1/1,988236,204971,1,F
2015/3/1,990550,206614,1,B
2015/3/1,1019604,215414,1,B
2015/3/1,1021997,187933,1,B
2015/3/1,1017796,198272,1,B
2015/3/1,1024156,190010,1,B
2015/1/1,1041651,193992,1,F
2015/1/1,1023490,214954,1,F
2015/3/1,1006069,216776,1,B
2015/3/1,1024954,187858,1,B
2015/1/1,1023788,212972,1,F
2015/1/1,992391,229384,1,F
2015/1/1,998147,212569,1,F
2015/3/1,1009992,203525,1,B
2015/3/1,1026622,188484,1,B
2015/1/1,1023383,211623,1,F
2015/3/1,998802,211700,1,B
2015/3/1,1019250,208343,1,B
2015/1/1,1042887,191781,2,F
2015/3/1,1022902,214390,1,B
2015/3/1,1001215,216115,1,B
2015/3/1,1041948,219401,1,B
2015/1/1,988519,202508,1,F
2015/3/1,1000965,214477,1,B
2015/3/1,1039246,156721,1,B
2015/3/1,1040554,155692,1,B
2015/1/1,1023737,208736,1,F
2015/3/1,1020211,196690,1,B
2015/1/1,1031800,186210,1,F
2015/3/1,946133,169207,1,B
2015/3/1,960684,175498,1,B
2015/1/1,945421,171502,1,F
2015/1/1,944159,155303,1,F
2015/1/1,1000111,239937,1,F
2015/1/1,1017210,245302,1,F
2015/1/1,1010310,246827,1,F
2015/1/1,1023876,240229,1,F
2015/1/1,1018505,257914,1,F
2015/1/1,1007657,243033,1,F
2015/1/1,1016596,250802,1,F
2015/1/1,1012523,251062,1,F
2015/1/1,1017596,247157,1,F
2015/1/1,1024250,241917,1,F
2015/1/1,1021136,251009,1,F
2015/1/1,1001643,232461,1,F
2015/1/1,1009514,252102,1,F
2015/1/1,1009122,244346,1,F
2015/1/1,1012335,251190,1,F
2015/1/1,1007718,249236,2,F
2015/1/1,1025108,243208,1,F
2015/1/1,1020761,240766,1,F
2015/1/1,1015828,259820,1,F
2015/1/1,998617,186863,1,F
2015/1/1,999677,191734,1,F
2015/1/1,1004607,177270,1,F
2015/1/1,1000006,238488,1,F
2015/1/1,1003266,161903,1,F
2015/1/1,988979,154702,1,F
2015/1/1,1015356,178178,1,F
2015/1/1,1004603,184162,1,F
2015/1/1,1018645,187979,1,F
2015/1/1,1013369,171519,1,F
2015/1/1,1005620,185640,1,F
2015/1/1,1016154,170784,1,F
2015/1/1,1000997,192753,1,F
2015/1/1,1001797,232216,1,F
2015/1/1,992515,227623,1,F
2015/1/1,986801,209943,1,F
2015/1/1,1001375,231978,1,F
2015/1/1,990372,201996,2,F
2015/1/1,1001889,245601,1,F
2015/1/1,987590,205050,1,F
2015/1/1,987559,201831,1,F
2015/1/1,1002585,247807,1,F
2015/1/1,997027,220847,2,F
2015/1/1,1000876,229070,1,F
2015/1/1,995428,219247,1,F
2015/1/1,989681,209527,1,F
2015/1/1,1049306,184956,1,F
2015/1/1,1042472,193311,1,F
2015/1/1,1046169,185859,1,F
2015/1/1,1002826,218327,1,F
2015/1/1,1046573,183057,1,F
2015/1/1,1046101,187470,1,F
2015/1/1,1051047,160208,1,F
2015/1/1,1048029,178970,1,F
2015/1/1,1037826,197907,1,F
2015/1/1,1055173,177909,1,F
2015/1/1,996562,173959,1,R
2015/1/1,1000700,227655,1,F
2015/1/1,1043686,192757,1,F
2015/1/1,998448,208963,1,F
2015/1/1,1056496,180301,1,F
2015/1/1,1006285,219794,1,F
2015/1/1,1002260,216597,1,F
2015/1/1,1051723,189925,1,F
2015/1/1,958892,170827,1,F
2015/1/1,958026,165122,1,F
2015/1/1,953864,171617,1,F
2015/1/1,953820,171329,1,F
